fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.4,0.568,0.21,1.34,0.146,5.1,8.3,0.99779,3.26,0.66,9.6,5
6.36,0.815,0.19,1.79,0.042,6.3,18.6,0.99619,3.35,0.63,9.6,5
6.42,0.808,0.58,3.43,0.269,21.3,53.4,0.99959,3.33,0.67,9.3,6
8.84,0.537,0.14,1.22,0.346,9.8,22.3,0.9976,3.29,0.64,9.1,5
6.9,0.657,0.39,1.76,0.176,10.7,31.2,0.99803,3.33,0.66,9.4,6
10.2,0.679,0.4,1.68,0.063,15.0,53.4,0.99852,3.3,0.51,9.4,6
10.59,0.667,0.14,4.21,0.134,11.3,39.8,0.99829,3.2,0.45,8.4,5
7.33,0.461,0.32,1.41,0.051,17.8,55.4,0.99829,3.23,0.8,9.9,6
7.91,0.573,0.41,0.98,0.123,26.4,86.1,0.99717,3.38,0.71,10.3,6
8.56,0.408,0.46,1.53,0.228,21.2,63.2,0.99738,3.3,0.77,10.8,7
9.4,0.71,0.28,1.89,0.232,16.0,45.5,0.9989,3.23,0.74,8.4,5
10.16,0.6,0.1,2.21,0.244,13.0,30.8,0.99873,3.52,0.67,9.2,5
11.09,0.805,0.35,2.4,0.056,2.8,21.6,0.99697,3.33,0.72,10.9,6
6.74,0.926,0.39,2.42,0.08,12.1,28.8,0.99836,3.34,0.61,9.1,5
6.7,0.288,0.4,1.71,0.056,10.7,27.0,0.99643,3.35,0.89,11.8,7
10.51,0.446,0.43,5.14,0.112,13.7,43.6,0.99753,3.18,0.65,10.0,5
9.25,0.833,0.54,6.48,0.081,11.0,44.4,0.99619,3.21,0.79,11.4,6
9.77,0.582,0.08,2.2,0.146,6.0,11.9,0.99691,3.26,0.53,10.1,6
9.53,0.559,0.51,2.18,0.235,23.2,60.1,0.99792,3.18,0.79,10.0,6
10.49,0.14,0.28,2.03,0.206,29.6,77.6,0.99863,3.22,0.49,9.0,6
7.47,0.535,0.5,2.26,0.149,7.2,21.6,0.99662,3.19,0.46,11.0,7
6.59,0.86,0.24,2.5,0.068,13.4,25.6,0.99754,3.24,0.64,10.1,6
5.55,0.756,0.43,2.2,0.12,21.1,60.4,0.9984,3.3,0.54,8.4,5
10.48,0.747,0.0,1.9,0.096,11.8,30.8,0.99794,3.28,0.51,8.4,5
9.5,0.91,0.3,8.93,0.13,9.2,27.3,0.99577,3.15,0.74,9.3,5
8.87,0.571,0.13,1.33,0.131,18.7,56.1,0.99936,3.26,0.79,9.3,5
8.64,0.679,0.12,11.74,0.173,18.9,43.9,0.99951,3.32,0.53,8.4,5
8.84,0.754,0.57,1.32,0.083,5.6,21.9,0.9979,3.3,0.62,9.4,6
7.49,0.78,0.07,1.75,0.083,24.0,81.2,0.99858,3.19,0.72,9.6,5
11.43,0.467,0.2,1.67,0.055,13.0,48.8,0.99687,3.27,0.59,10.1,5
4.6,0.497,0.28,2.03,0.241,21.7,54.3,0.99757,3.3,0.76,10.0,5
7.45,0.653,0.3,1.52,0.205,9.3,6.0,0.99736,3.41,0.66,10.4,5
10.51,0.657,0.56,3.55,0.132,17.4,47.5,0.99693,3.13,0.56,9.4,6
6.17,0.564,0.26,2.64,0.053,11.1,47.9,0.99875,3.29,0.46,9.4,4
7.07,0.641,0.54,4.5,0.184,11.7,23.3,0.99902,3.12,0.67,9.4,7
7.82,0.695,0.3,2.54,0.108,14.7,56.3,0.99766,3.33,0.49,10.1,6
9.93,0.631,0.29,1.09,0.111,11.5,48.1,0.9996,3.2,0.75,8.4,5
8.46,0.504,0.49,1.66,0.169,10.2,44.9,0.99708,3.26,0.64,10.3,7
6.35,0.611,0.11,2.36,0.078,14.5,32.6,0.99871,3.4,0.77,9.2,5
7.58,0.702,0.28,9.63,0.242,8.7,8.6,0.99778,3.16,0.53,9.0,5
10.08,0.424,0.12,6.06,0.066,12.8,27.9,0.99769,3.5,0.75,9.2,7
6.43,0.507,0.77,1.96,0.097,4.3,21.0,0.99703,3.31,0.63,9.9,6
4.6,0.493,0.4,2.28,0.11,10.2,13.1,0.99677,3.38,0.67,10.6,6
9.27,0.788,0.37,1.39,0.061,18.9,65.9,0.99941,3.29,0.64,8.5,5
7.08,0.463,0.24,3.66,0.062,11.2,27.0,0.9964,3.2,0.63,9.8,6
5.4,0.548,0.0,1.49,0.119,10.2,28.8,0.99768,3.19,0.41,9.0,5
9.07,0.47,0.52,1.48,0.08,16.9,40.5,0.99835,3.33,0.64,9.8,7
6.98,0.537,0.23,1.87,0.147,27.7,76.2,0.99812,3.32,0.65,8.9,5
10.56,0.267,0.5,1.92,0.081,9.4,38.8,0.99861,3.26,0.66,8.4,5
6.85,0.598,0.21,1.46,0.047,3.9,6.0,0.99682,3.37,0.43,10.9,3
8.54,0.717,0.22,1.38,0.073,22.2,84.2,0.99708,3.38,0.55,9.9,6
8.62,0.459,0.29,3.43,0.095,11.0,21.6,0.99838,3.33,0.89,9.9,5
5.62,0.819,0.34,1.09,,4.5,22.0,0.99533,3.4,0.46,10.9,5
7.97,0.503,0.51,0.9,0.067,27.6,68.9,0.99752,3.06,0.55,9.1,7
8.25,0.363,0.04,0.9,0.176,28.0,99.2,0.9968,3.29,0.46,12.0,7
9.0,0.566,0.37,1.15,0.065,3.2,7.9,0.99821,3.23,0.71,9.7,6
8.46,0.78,0.36,1.55,0.14,8.0,30.7,0.99736,3.38,0.87,10.0,5
6.29,0.77,0.49,2.75,0.16,11.0,47.6,0.99738,3.37,0.83,9.9,5
10.4,0.885,0.01,1.02,0.2,16.6,62.4,0.99905,3.24,0.72,8.4,5
8.25,0.483,0.37,2.12,0.061,33.1,87.1,0.99729,3.51,0.71,10.7,5
8.44,0.501,0.27,2.45,0.036,12.4,44.9,0.99924,3.16,0.57,8.7,5
10.33,0.652,0.51,4.31,0.17,8.7,33.7,0.99443,3.28,0.75,11.1,6
5.97,0.593,0.1,1.33,0.105,8.6,24.3,0.99917,3.48,0.74,8.4,5
11.03,0.579,0.08,3.43,0.069,11.0,42.5,0.99776,3.41,0.68,9.5,5
6.66,0.65,0.26,3.79,0.164,11.8,46.7,0.99767,3.26,0.7,9.7,6
9.19,0.672,0.4,2.14,0.095,29.0,85.2,0.99728,3.16,0.8,9.5,5
7.23,0.16,0.6,1.26,0.114,14.9,55.5,0.99618,3.27,0.84,10.9,7
8.72,0.61,0.5,2.66,0.279,19.3,42.2,0.99732,3.35,0.71,10.6,6
7.34,0.492,0.42,2.69,0.094,8.2,34.3,0.99762,3.13,0.62,10.0,7
8.32,0.342,0.33,4.33,0.116,11.2,25.1,0.99589,3.43,0.96,10.8,6
9.18,0.358,0.18,3.09,0.085,8.1,36.2,0.99575,3.37,0.83,10.8,6
7.26,0.783,0.21,1.54,0.125,13.2,37.8,0.99895,3.29,0.65,8.4,5
7.12,0.646,0.28,1.22,0.129,12.2,33.7,0.99782,3.23,0.64,9.9,5
11.34,0.594,0.58,2.63,0.1,5.5,15.6,0.99737,3.34,0.83,10.5,6
10.32,0.206,0.0,2.09,0.091,7.6,18.0,0.99611,3.21,0.92,10.8,7
6.75,0.738,0.53,2.77,0.101,12.7,37.1,0.99714,3.31,0.53,9.2,5
8.08,0.564,0.18,2.74,0.062,5.2,16.1,0.99711,3.36,0.78,10.2,6
8.01,0.528,0.25,2.67,0.077,8.6,22.4,0.99739,3.4,0.56,10.0,6
10.49,0.724,0.12,3.27,0.129,44.7,129.0,0.9984,3.44,0.48,9.5,5
10.11,0.794,0.25,2.97,0.284,22.3,68.7,0.99683,3.35,0.51,10.6,5
11.14,0.846,0.04,1.89,0.079,9.0,29.2,0.99745,3.26,0.64,10.0,6
8.49,0.522,0.0,2.36,0.07,12.1,43.0,0.99633,3.42,0.73,9.1,5
11.37,0.317,0.32,1.98,0.204,21.6,68.7,0.99674,3.24,0.72,10.4,6
10.9,0.12,0.41,3.24,0.103,4.8,22.3,0.99721,3.29,0.66,10.1,8
7.49,0.891,0.1,1.26,0.124,12.4,37.4,0.99772,3.48,0.38,9.4,4
8.42,0.754,0.44,1.66,0.05,14.0,33.2,0.99687,3.29,0.4,9.4,5
7.63,0.43,0.44,4.01,0.148,3.1,11.1,0.99787,3.29,0.77,10.8,7
7.53,0.462,0.22,2.0,0.115,8.1,17.4,0.99863,3.45,0.88,9.0,6
9.11,0.791,0.44,3.42,0.112,11.0,35.4,0.9979,3.27,0.74,10.3,5
10.46,0.637,0.19,3.07,0.115,16.4,44.9,0.99845,3.3,0.8,8.8,5
7.5,0.523,0.44,3.15,0.107,11.4,28.1,0.99744,3.36,0.67,9.9,5
9.91,0.632,0.34,2.58,0.081,18.2,58.9,0.99821,3.22,0.47,9.3,6
7.37,0.548,0.05,5.36,0.14,8.8,33.2,0.99842,3.39,0.64,9.3,7
7.95,0.475,0.51,3.41,0.117,14.3,42.0,0.99744,3.36,0.75,8.5,5
6.98,0.524,0.21,2.16,0.096,10.6,47.8,0.99653,3.31,0.74,10.5,5
7.87,0.521,0.27,2.22,0.111,19.3,46.0,0.9972,3.41,0.47,10.2,6
10.65,0.431,0.35,1.66,0.156,12.0,17.5,0.99493,3.2,0.76,12.3,7
9.32,0.633,0.07,4.38,0.114,19.4,65.5,0.99858,3.19,0.53,9.0,5
6.96,0.504,0.05,0.9,0.255,9.5,36.3,0.99668,3.26,0.51,10.4,5
5.84,0.631,0.2,2.39,0.218,11.0,33.0,0.99892,3.34,0.69,8.4,3
9.05,0.826,0.26,1.42,0.085,10.7,19.5,0.99597,3.21,0.71,10.6,6
6.19,0.401,0.76,2.11,0.061,14.2,51.6,0.99784,3.39,0.66,9.8,6
9.89,0.522,0.49,4.2,0.09,16.0,41.7,0.99582,3.31,0.77,11.0,7
8.63,0.504,0.07,2.17,0.068,10.4,39.8,1.00016,3.47,0.67,8.4,6
11.84,0.575,0.0,3.17,0.078,9.6,25.5,0.99617,3.11,0.78,10.4,6
9.91,0.446,0.05,0.97,0.064,31.8,105.9,0.99694,3.18,1.0,10.6,7
10.06,0.796,0.34,2.73,0.08,24.8,92.3,0.99929,3.39,0.53,8.4,5
9.42,0.793,0.49,2.02,0.123,9.0,14.2,0.9994,3.28,0.89,10.1,5
8.61,0.566,0.04,2.33,0.135,4.7,12.3,0.99806,3.29,0.54,8.4,5
10.45,0.815,0.49,1.64,0.214,40.5,131.7,0.99966,3.37,0.38,8.5,5
6.04,0.529,0.39,1.06,0.086,18.2,45.8,0.99594,3.32,0.69,11.4,6
8.37,0.512,0.4,2.19,0.278,8.0,26.3,0.99859,3.27,0.76,9.6,6
8.14,0.36,0.13,3.26,0.1,7.5,37.7,0.99798,3.48,0.64,9.2,6
5.35,0.919,0.25,3.15,0.121,14.1,50.6,0.99736,3.36,0.71,9.4,6
7.82,0.475,0.47,0.9,0.057,28.2,67.0,0.99689,3.42,0.82,9.7,7
7.64,0.457,0.33,2.41,0.303,15.2,33.5,0.998,3.28,0.56,10.0,6
8.32,0.768,0.18,1.42,0.073,11.2,39.1,0.99562,3.26,0.67,12.2,5
8.95,0.66,0.42,1.74,0.068,49.6,124.9,1.00083,3.22,0.6,9.0,5
8.3,0.678,0.28,1.98,0.067,7.9,33.8,0.99579,3.17,0.7,10.9,7
9.57,0.614,0.15,2.49,0.165,32.8,103.5,0.9968,3.21,0.54,9.1,6
9.06,0.854,0.21,3.92,0.24,10.8,30.3,0.99522,3.2,0.55,11.6,5
8.88,0.785,0.06,2.13,0.059,20.1,61.8,0.99838,3.34,0.73,8.4,5
8.94,0.412,0.28,3.68,0.1,10.1,21.9,0.99878,3.29,0.71,9.0,6
6.54,0.665,0.36,1.44,0.173,17.0,55.9,0.99844,3.28,0.66,9.2,5
5.66,0.507,0.43,1.6,0.117,33.1,102.5,0.99752,3.48,0.69,9.1,5
7.74,0.707,0.06,2.19,0.253,20.3,48.1,0.996,3.2,0.55,9.7,5
8.15,0.462,0.46,2.26,0.065,8.4,10.7,0.996,3.28,0.59,11.2,7
6.99,0.724,0.57,1.27,0.115,22.6,75.3,0.99758,3.4,0.66,10.7,6
8.2,0.456,0.4,2.95,0.074,20.4,65.5,0.99575,3.25,0.83,11.0,7
7.5,0.691,0.59,1.56,0.108,7.8,21.6,0.99561,3.24,0.71,11.0,6
9.26,0.722,0.38,0.9,0.13,7.8,15.3,0.99884,3.48,0.49,9.9,5
9.84,0.827,0.24,4.04,0.087,33.9,103.5,0.99814,3.53,0.72,9.6,5
9.18,0.626,0.31,1.3,0.076,7.7,12.1,0.99674,3.39,0.69,10.3,7
5.85,0.71,0.13,2.47,0.118,3.3,11.3,0.99693,3.31,0.68,10.0,5
7.84,0.792,0.41,3.55,0.1,11.1,39.8,0.99685,3.16,0.62,10.3,5
8.77,0.557,0.25,8.18,0.175,11.0,29.1,0.9993,3.33,0.68,9.1,5
7.54,0.625,0.4,3.29,0.085,25.3,84.5,0.99921,3.39,0.59,8.8,5
5.77,0.471,0.36,3.49,0.217,17.6,52.9,0.99647,3.33,0.68,11.2,5
8.31,0.213,0.29,2.82,0.118,10.1,43.8,0.99479,3.38,0.86,11.4,8
10.29,0.427,0.34,6.55,0.044,14.7,44.7,0.99726,3.1,0.76,9.7,6
7.38,0.632,0.46,1.36,0.088,12.4,47.8,0.99889,3.48,0.54,8.8,5
8.01,0.206,0.36,3.08,0.107,10.4,39.8,0.99584,3.23,0.58,10.7,6
9.71,0.496,0.05,1.13,0.228,17.3,56.8,0.99957,3.21,0.55,8.4,5
7.61,0.674,0.0,1.61,0.052,13.6,37.3,0.99805,3.42,0.51,9.1,5
9.65,0.703,0.27,2.47,0.154,5.3,6.6,0.9976,3.16,0.76,9.2,4
8.88,0.651,0.27,6.76,0.084,22.2,68.5,0.99609,3.1,0.81,10.4,5
5.59,0.451,0.0,1.82,0.081,8.5,24.9,0.99575,3.32,0.63,11.2,6
9.64,0.746,0.2,0.9,0.033,15.0,24.5,0.99593,3.15,0.83,10.3,5
8.41,0.469,0.0,1.29,0.114,25.0,70.2,0.99767,3.23,0.73,9.8,5
8.32,0.729,0.5,1.96,0.061,10.2,29.2,0.99975,3.23,0.62,8.9,5
7.28,0.3,0.43,1.17,0.166,4.4,6.0,0.99535,3.4,0.86,10.6,7
8.85,0.82,0.1,1.95,0.173,10.6,26.0,0.99815,3.33,0.62,8.5,5
7.31,0.635,0.54,3.13,0.054,39.8,139.4,0.99413,3.34,0.57,11.8,7
5.96,0.702,0.17,2.98,0.089,4.7,6.0,0.99861,3.42,0.61,8.7,5
9.16,0.508,0.51,1.63,0.089,23.1,63.4,0.99577,3.35,0.75,11.0,5
7.92,0.615,0.44,1.44,0.073,29.6,105.1,0.99833,3.33,0.79,9.5,5
10.28,0.793,0.26,0.9,0.068,10.9,36.9,0.99731,3.15,0.76,9.6,5
10.42,0.252,0.21,2.66,0.114,21.6,62.5,0.99746,3.2,0.79,9.7,7
8.24,0.9,0.2,2.37,0.132,17.8,49.3,0.99884,3.29,0.68,9.8,5
8.83,0.445,0.3,0.94,0.107,19.9,49.9,0.99565,3.47,0.58,11.9,8
11.72,0.795,0.22,1.43,0.137,12.1,29.0,0.99762,3.28,0.71,10.1,5
11.13,0.58,0.17,2.33,0.146,17.5,52.4,0.99948,3.33,0.64,8.4,4
7.2,0.816,0.09,3.15,0.076,11.0,28.8,0.99865,3.38,0.43,9.0,5
8.43,0.371,0.36,1.15,0.094,10.7,14.5,0.99836,3.39,0.79,9.9,6
6.97,0.796,0.61,1.04,0.087,18.1,48.7,0.99828,3.25,0.59,8.4,5
9.32,0.479,0.35,3.1,0.103,16.9,50.4,0.99554,3.12,0.61,10.9,6
8.29,0.643,0.31,3.1,0.112,21.7,51.5,0.99999,3.05,0.58,8.6,5
9.68,0.856,0.44,3.38,0.152,4.8,9.6,0.99749,3.27,0.54,10.2,3
5.5,0.516,0.15,3.94,0.081,19.6,54.8,0.99644,3.17,0.52,10.5,5
9.91,0.723,0.2,2.19,0.074,15.9,27.7,0.99658,3.17,0.56,9.5,5
6.9,0.374,0.26,2.84,0.091,8.6,33.5,0.99564,3.16,0.55,11.0,6
7.69,0.691,0.18,2.4,0.068,19.3,51.2,0.99841,3.01,0.68,9.0,5
9.4,0.707,0.03,1.9,0.196,1.6,23.3,0.99679,3.31,0.71,9.7,7
9.83,0.626,0.17,1.16,0.052,21.1,61.5,0.99778,3.25,0.68,10.4,7
7.32,0.305,0.29,1.74,0.177,5.1,20.9,0.99672,3.27,0.7,10.1,6
6.63,0.795,0.44,1.5,0.176,13.8,30.4,0.99681,3.42,0.77,10.1,5
8.69,0.785,0.23,3.15,0.139,10.9,34.8,0.99751,3.44,0.68,9.5,6
9.44,0.466,0.22,2.5,0.126,24.5,76.9,0.99731,3.37,0.66,9.1,6
8.64,0.439,0.5,2.25,0.209,25.2,57.6,0.99807,3.17,0.66,9.4,7
6.41,0.673,0.25,3.57,0.172,19.7,46.6,0.99877,3.27,0.69,9.7,5
6.22,0.729,0.31,3.93,0.165,28.2,61.7,0.99727,3.3,0.64,10.4,6
7.24,0.467,0.19,2.33,0.236,20.9,60.2,0.99548,3.36,0.68,11.2,7
8.76,0.491,0.02,3.03,0.108,13.8,12.7,0.99674,3.3,0.56,10.0,5
8.22,0.446,0.48,4.05,0.064,14.1,49.6,0.99929,3.38,0.62,8.4,5
6.21,0.466,0.28,2.22,0.068,9.7,44.2,1.00004,3.39,0.6,8.6,5
7.07,0.58,0.65,1.78,0.194,17.4,62.8,0.99833,3.21,0.64,9.8,6
7.95,0.688,0.14,1.28,0.138,11.9,37.3,0.99957,3.34,0.88,8.5,5
8.36,0.548,0.48,1.51,0.128,9.5,15.1,0.99605,3.17,0.62,11.5,6
5.85,0.759,0.0,1.87,0.139,3.7,22.6,0.99647,3.29,0.59,10.0,5
9.47,0.453,0.39,2.83,0.193,15.3,44.3,1.00049,3.22,0.67,8.4,5
6.52,0.663,0.13,1.36,0.132,14.3,29.3,0.99947,3.3,0.74,8.4,5
7.04,0.636,0.29,3.95,0.101,15.0,35.9,0.99726,3.42,0.61,9.4,5
6.71,0.566,0.27,3.37,0.063,17.4,58.6,0.99747,3.43,0.7,10.1,5
7.97,0.883,0.52,1.67,0.091,17.0,48.7,0.99744,3.32,0.52,10.1,5
8.31,0.325,0.37,3.38,0.103,12.3,23.4,0.99741,3.36,0.7,9.3,5
7.2,0.602,0.28,1.43,0.151,9.5,34.1,0.9979,3.28,0.51,9.7,5
8.88,0.638,0.08,1.33,0.113,21.8,77.7,0.99839,3.25,0.66,9.2,5
6.05,0.323,0.12,0.9,0.131,6.9,15.4,0.99863,3.23,0.75,8.9,6
8.41,0.59,0.26,1.39,0.192,37.3,100.2,0.99833,3.34,0.8,9.3,6
7.29,0.237,0.0,0.97,0.065,15.1,44.8,0.99734,3.29,0.78,10.8,6
9.49,0.523,0.52,3.83,0.099,9.8,45.3,0.99662,3.45,0.66,11.2,6
8.37,0.629,0.0,3.14,0.133,8.4,21.7,0.99823,3.21,0.68,9.7,5
7.67,0.528,0.54,4.92,0.082,50.0,152.3,0.99903,3.2,0.86,9.7,6
9.08,0.441,0.26,1.76,0.173,14.4,48.0,0.99522,3.27,0.64,10.8,7
8.01,0.698,0.52,1.68,0.141,10.6,23.3,0.99663,3.19,0.75,10.2,7
9.88,0.701,0.11,4.29,0.189,2.8,12.5,0.99688,3.23,0.78,10.4,6
7.84,0.554,0.35,2.59,0.112,16.4,29.8,0.99912,3.16,0.62,9.4,5
9.18,0.607,0.36,1.38,0.088,26.9,67.4,0.99782,3.29,0.8,9.8,6
7.01,0.55,0.0,1.99,0.175,4.9,6.0,0.99617,3.34,0.57,11.0,6
8.91,0.359,0.19,2.57,0.037,10.8,46.1,0.99859,3.31,0.74,9.4,5
5.75,0.644,0.61,1.84,0.097,8.5,13.6,0.99832,3.38,0.74,9.7,6
6.44,0.846,0.36,2.57,0.161,15.7,24.1,0.9965,3.24,0.54,10.3,5
7.1,0.761,0.41,2.48,0.082,19.7,63.0,0.99949,3.37,0.78,9.2,5
10.77,0.64,0.0,1.07,0.086,12.6,32.9,0.99624,3.2,0.67,10.5,6
10.37,0.429,0.29,2.97,0.079,40.2,140.6,0.99735,3.21,0.63,10.8,7
8.88,0.483,0.58,0.9,0.174,11.3,40.8,0.99708,3.28,0.49,10.7,6
5.66,0.382,0.49,2.3,0.116,11.9,30.3,0.99623,3.41,0.67,10.7,6
8.87,0.594,0.23,2.22,0.101,9.8,31.2,0.99759,3.21,0.52,10.0,5
7.6,0.387,0.33,1.31,0.1,17.7,53.2,0.99728,3.04,0.6,8.6,6
6.5,0.681,0.35,1.18,0.135,21.7,41.7,0.9975,3.32,0.86,10.4,5
9.73,0.649,0.34,9.3,0.111,27.5,89.5,0.99657,3.26,0.74,10.5,6
10.73,0.838,0.0,2.02,0.186,23.5,56.8,0.99793,3.18,0.8,9.2,6
9.31,0.768,0.41,3.91,0.064,26.8,109.6,0.99809,3.37,0.51,9.7,5
9.55,0.556,0.19,1.84,0.106,12.4,30.6,0.99668,3.2,0.88,11.0,6
12.9,0.754,0.15,1.58,0.112,18.4,64.3,0.99967,3.25,0.53,8.4,3
9.36,0.611,0.13,8.39,0.142,5.7,18.6,0.99772,3.24,0.67,8.5,5
5.13,0.363,0.16,0.91,0.146,18.0,68.0,0.99656,3.26,0.54,10.8,6
8.81,0.663,0.36,3.49,0.092,12.9,29.1,0.99865,3.38,0.7,10.1,6
8.96,0.531,0.52,4.41,0.04,8.7,34.4,0.99554,3.29,0.46,9.1,5
7.52,0.376,0.09,3.71,0.196,16.5,46.4,0.99754,3.29,0.65,9.9,6
6.21,0.426,0.05,1.86,0.231,19.1,57.5,0.99798,3.49,0.59,9.6,5
6.89,0.62,0.28,1.28,0.176,24.6,50.9,0.99584,3.36,0.63,11.1,6
8.57,0.67,0.31,3.14,0.121,19.8,33.5,0.99625,3.39,0.5,10.4,5
8.0,0.694,0.26,0.9,0.215,7.3,27.7,0.99821,3.33,0.33,8.4,4
9.51,0.521,0.01,3.59,0.152,12.6,44.7,0.99546,3.19,0.71,10.6,5
10.14,0.601,0.21,1.65,0.198,7.2,9.2,0.99659,3.33,0.4,9.6,6
10.27,0.483,0.59,1.69,0.154,28.1,65.0,0.9958,3.22,0.66,10.0,7
9.26,0.566,0.13,1.16,0.097,6.4,14.0,0.99851,3.15,0.6,9.4,5
9.32,0.728,0.32,0.98,0.088,15.6,49.7,0.99662,3.41,0.62,10.6,5
7.28,0.436,0.2,2.25,0.039,12.7,41.7,0.99655,3.27,0.57,9.7,5
5.42,0.256,0.42,2.16,0.11,3.6,6.0,0.9947,3.45,0.66,12.5,7
8.51,0.619,0.33,1.11,0.137,12.6,42.8,0.99669,3.32,0.6,10.1,5
8.79,0.557,0.33,1.22,0.087,5.6,23.7,0.99753,3.53,0.62,10.8,5
6.51,0.495,0.25,3.27,0.091,14.5,28.2,0.99612,3.33,0.67,10.3,7
7.62,0.732,0.46,1.94,0.092,17.5,54.6,0.99834,3.2,0.58,9.2,5
9.55,0.269,0.21,3.2,0.114,8.8,20.5,0.99743,3.09,0.83,10.6,8
5.75,0.371,0.21,0.9,0.156,15.2,34.5,0.99605,3.52,0.58,10.5,6
5.47,0.685,0.18,1.37,0.183,14.6,27.9,0.99624,3.46,0.85,11.1,6
8.05,0.614,0.37,2.49,0.07,8.4,21.4,0.99416,3.39,0.7,11.6,6
11.23,0.191,0.34,2.55,0.095,12.1,37.1,0.99594,3.31,0.68,11.2,7
9.12,0.558,0.25,3.21,0.12,9.0,21.5,0.99591,3.12,0.84,10.6,5
9.62,0.894,0.27,3.06,0.068,25.5,57.6,0.99754,3.37,0.71,10.0,6
7.29,0.505,0.14,1.94,0.139,13.9,55.0,0.99667,3.3,0.67,9.9,5
5.37,0.687,0.18,0.9,0.119,8.5,21.1,0.99544,3.16,0.59,10.9,6
6.1,0.4,0.18,2.16,0.075,15.8,50.7,0.99746,3.34,0.57,10.1,5
11.11,0.504,0.51,0.9,0.138,8.7,39.2,0.99537,3.44,0.59,10.4,5
7.8,0.418,0.47,2.1,0.098,9.0,21.2,0.99902,3.29,0.58,8.9,5
8.6,0.705,0.31,2.14,0.163,13.6,31.8,0.99675,3.35,0.63,10.4,5
9.91,0.363,0.15,3.39,0.16,13.8,43.4,0.9982,3.25,0.66,8.6,6
8.04,0.709,0.17,2.69,0.097,27.3,78.4,0.99766,3.44,0.66,9.5,6
8.56,0.644,0.27,2.31,0.096,2.7,6.0,0.9963,3.44,0.6,11.1,6
7.49,0.342,0.36,3.59,0.062,6.4,13.6,0.99832,3.44,0.55,8.7,5
7.69,0.398,0.11,2.11,0.246,12.0,51.2,0.99914,3.37,0.67,9.9,5
11.57,0.533,0.66,1.89,0.103,14.5,27.3,0.99737,3.32,0.9,10.0,7
6.98,0.894,0.44,1.91,0.136,19.1,44.5,0.99575,3.39,0.58,11.1,5
6.85,0.638,0.23,0.98,0.121,14.2,35.8,0.99782,,0.53,10.0,6
6.5,0.409,0.05,2.91,0.156,10.4,35.0,0.99692,3.33,0.74,10.4,6
8.47,0.505,0.58,1.42,0.071,10.5,18.2,0.99765,3.35,0.77,10.0,7
7.69,0.692,0.31,1.09,0.171,15.8,35.7,0.99734,3.23,0.69,9.7,6
9.32,0.621,0.43,2.46,0.214,17.2,53.0,0.99641,3.32,0.93,9.8,5
4.72,0.591,0.0,2.99,0.116,17.4,49.5,0.99704,3.47,0.45,9.6,5
7.94,0.412,0.34,1.26,0.074,33.4,131.6,0.99892,3.39,0.39,9.7,5
12.24,0.525,0.32,2.84,0.071,11.6,28.8,0.99624,3.25,0.49,10.4,6
10.26,0.36,0.52,3.22,0.191,5.6,9.4,0.99547,3.36,0.64,10.7,7
9.1,0.476,0.58,1.71,0.169,21.4,64.7,0.99786,3.46,0.77,9.4,6
11.34,0.563,0.54,1.66,0.123,13.9,24.6,0.99871,3.18,0.77,9.0,5
8.57,0.613,0.17,1.28,0.191,11.8,34.2,0.99668,3.52,0.74,11.0,5
6.65,0.706,0.24,1.97,0.055,13.4,28.4,0.99752,3.43,0.58,9.8,5
8.6,0.673,0.3,1.54,0.158,7.7,22.6,0.9991,3.33,0.57,9.4,7
8.09,0.274,0.0,1.08,0.204,20.1,46.9,0.99575,3.27,0.73,10.6,7
10.42,0.623,0.65,0.9,0.06,17.7,52.6,0.99769,3.35,0.81,9.5,6
10.55,0.451,0.51,2.41,0.151,24.3,97.8,0.99639,3.37,0.74,11.0,6
9.05,0.645,0.36,2.67,0.232,25.5,98.7,0.9986,3.49,0.43,8.6,6
7.44,0.747,0.05,3.95,0.166,20.6,41.9,0.99682,3.25,0.78,10.0,5
8.47,0.563,0.35,1.98,0.084,16.8,27.1,0.99838,3.24,0.67,10.0,6
8.93,0.29,0.44,1.66,0.133,25.4,96.9,0.99611,3.51,0.78,9.7,6
6.51,0.751,0.15,1.21,0.119,22.3,54.4,1.00014,3.43,0.33,8.5,6
7.98,0.725,0.42,2.31,0.286,20.7,62.7,0.99514,3.18,0.81,12.0,7
11.46,0.492,0.22,1.98,0.142,9.8,31.3,0.99529,3.21,0.64,11.0,7
8.01,0.436,0.46,1.32,0.076,10.2,55.7,0.99685,3.17,0.73,10.8,7
10.48,0.541,0.05,2.54,0.1,8.6,22.5,0.99673,3.15,0.53,9.5,5
8.5,0.71,0.12,1.83,0.071,8.0,17.6,0.99461,3.25,0.52,10.9,5
8.1,0.668,0.01,2.47,0.057,15.3,48.4,0.99754,3.44,0.65,10.0,5
8.58,0.343,0.41,1.87,0.181,7.7,23.4,0.99619,3.16,0.58,11.1,6
8.7,0.726,0.41,1.94,0.122,25.8,86.6,0.9961,3.31,0.82,11.2,5
7.02,0.564,0.19,3.31,0.159,25.9,87.1,0.99473,3.35,0.6,11.6,7
